,Document,Topic,Name,Top_n_words,Probability,Representative_document
2240,"fruit and ice lollies saved me when i used to smoke, if you end up binging on those the damage isnt too bad!",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2244,rt : me when i smoke weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2301,"rt : you're not spiritual, you just smoke too much weed.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2307,if i smoke weed at work does that mean im still lazy lmao,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2309,rt : but you smoke weed okay and ??? im well aware of the possible consequences that can be associated with weed if i were,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2314,rt : danny brown explains how to smoke weed in a hotel room and not get caught.. have you tried this before?,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.948218163,FALSE
2328,rt : imma smoke every day and all day on my off days like why not... weed ain't got nothing to do with it,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2329,happy smoke weed ch ch,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.745749203,FALSE
2343,"rt : oh youre a nuclear engineer? thats cool, i smoke weed in the morning",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2350,now sis aint thinking too much of it..ya knowhes about to roll some weedsmoke a bluntchillshe understood. she was looking good. cool. yall this man pulled out a bag of cokeput it on the tray and sniffed it,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2357,smoke weed oclock coming earlier and earlier every day,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2379,i love walking past a customer and i smell the weed on them. makes me jealous. i wanna smoke too,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.802661446,FALSE
2436,rt : danny brown explains how to smoke weed in a hotel room and not get caught,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.812686237,FALSE
2527,"i just got cussed out at work, and that was reason #13959284 why i smoke weed at work",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2547,rt : weed thread for all the ppl who smoke weed drop a video/picture of you smoking weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2554,"on it is super dope, but nope i also dont smoke weed",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2600,sure you laugh but i did something similar when i was a kid and i found out there's this one kind of plant with skinny leaves if you smoke it sleeves it tastes like barbecue and you feel kind of sedated,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2609,rt : my opinion i have been there yes i still smoke weed but ckuizi niko controlled i smoke weed atmost once per week f,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.873354502,FALSE
2611,"hey hey hey, smoke weed every day",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2637,oui pourquoi ? smoke weed everyday,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2646,acting like i dont smoke weed all like that,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2659,"rt : i just smoke my weed mind my business and get my paper, simple.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2682,"rt : remember if you think youve smoked too much weed there is only one answer. smoke more weed, your still thinking.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2684,rt : dont forget to take time to sit down and smoke some weed today,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2695,rt : i smoke weed pretty much daily im also a mechanical engineer and became vp of a large international company by stoner d,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2700,*diagnosed a patient with chlamydia* him: so basically i got burned. me: unfortunately yes. him: i need to smoke a lot of weed while i process this,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.771530157,FALSE
2703,rt : smoke some weed im consistent,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.878110211,FALSE
2713,i love females that smoke weed it just makes them x finer,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.715905739,FALSE
2721,rt : shoutout to all the high functioning girlies! we get it all done and then smoke a bunch of weed after pm!,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2728,you're so short when you smoke weed you don't get high,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.996081396,FALSE
2737,it's boring af&amp; i'm trying not to smoke up all my weed.. like i just bought that shit..,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2741,now sit down and smoke my weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2743,if u can find a lavender bush u can clip some branches and hang to dry then have a good supply to mix or smoke on its own and you can blend them all however you like theyre usually in public gardens,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2749,rt : don't smoke weed. there's all kind of side effects. the side effects:,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2759,"the weed definitely different now i wanna say shit changed around , but at this point gotta be more disciplined to only smoke wat i grow cause that's the shear thing at this point, cause you can never know wats in the weed if you didn't grow",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2778,rt : im ready to smoke my weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2783,rt : reminder not to smoke weed on your wedding day!!,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2817,rt : i just heard three bots farms went up in smoke trying to get it to %.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2836,rt : lowkey thought id never do drugs again now i smoke weed through my ears,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2841,rt : smoke weed every day!!,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2844,that biscotti weed knocked me on my ass for many hours yesterday. i'm scared to smoke it rn cause i got stuff to do today but at the same time i'm a real geeker.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.867871385,FALSE
2867,"i say, smoke some weed and call it a day! your squirrels will calm down.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2871,"rt : so am the only one in this tl who doesn't smoke weed, must be nais",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2892,just finishing my work week off today actually and then im smoke a whole bunch of weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2896,high af on the weed. come smoke.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2897,"i know this is deniro and not pacino, but when i smoke this weed, i feel like a grandmas boy will never not make my day",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2902,rt : you down to smoke weed and fuck ?,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.855737703,FALSE
2926,rt : yall smoke everyday and be broke asf. bro you worried about the wrong green,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.749743164,FALSE
2936,"smoke a bowl of some killer las vegas weed, and trip out for awhile!",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.837769851,FALSE
2947,same as pattaya except im allowed to smoke weed here,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.992794155,FALSE
2962,na wale walilala rave wakikunywa? or those that smoke cigarettes every mins? hao sermons zao ziko wapi? why is smoking weed such a big deal to adults,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
2980,weed def gives me a headache now lmao i cannot hang if i were to smoke,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3004,rt : yeah smoke more weed pony boy.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.963325385,FALSE
3011,rt : they ask me how i rap like this if i dont smoke this weed !,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3018,"its very important that i not only buy, but also smoke weed",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3062,i smoke weed for my first time and weed aint so bad after all,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3100,lets smoke some weed togetehr and then fuck,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.828343215,FALSE
3102,"rt : now that i got your attention, let's smoke some weed.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3109,rt : almost burnt d house down d smoke has to throw away dat pot,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3110,i aint smoke no weed today im done,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3122,rt : even when i smoke weed &amp; be crazy high i still can feel the demons presence,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.905996315,FALSE
3125,over the last days my mom has seen me smoke alot of weed lol,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3136,"rt : go out in the wilderness or something, explore, smoke a little weed, get off the internet for seconds.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.916720583,FALSE
3163,im gonna smoke weed tonight!!! dm me anything!! check link in my bio #nudes #nsfwtw #nsfw #horny #nsfwtwt,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3168,"bhaiya, well in that risktaker case, smoke weed being seated on the cylinder.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3173,"is it the smoke that causes the cancer or the weed itself?? if its the smoke, what about if the weed is been eaten ??",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3179,rt : im here for the weed smoke,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3184,"rt : im boring baby. all i do is smoke weed ,make money &amp; mind my business",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3202,smoke weed as often as possible and eat good + fruit fruits,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.757187978,FALSE
3206,im so proud of me i dont smoke weed anymore,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3225,rt : :20 /7 . smoke a lot of weed and mind your business,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3234,weed is way too cheap and legal for yall to be smoking vape pens,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.995787517,FALSE
3235,"rt : smoke weed, treat your friends well &amp; collect nfts.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3240,i really just smoke my weed and mind my business,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3258,i on smoke weed so this a easy one,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3264,"dont walk the grass, smoke it",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3295,rt : i smoke my weed and mind my business all that other shit for the birds,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.792813824,FALSE
3325,rub my feet while we smoke weed pls,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3328,since we get federal funding its illegal to have weed on campus (not that anyone follows it). and its also technically a smoke-free campus (not that anyone follows that either). but theres enough rules against it for people to try to be sneaky about their consumption,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3344,i prefer weed over cigarettes any got damn day that ends with a y . plus imma smoke with you too!!,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3356,smoke good weed with a bad bitch #blondie #newhairwhothid #freakygirl #badbitchwhosmoke #highinthesky,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3361,im way more productive since ive stop smoking weed. i dont think ill ever smoke again.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3376,rt : time to sip on whiskey and hike along a trail and smoke some weed along the way,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3380,"rt : this is why rasta man say ""smoke weed everyday""",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3389,"rt : once your parents know you smoke , everything you do is the weeds fault",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.753100596,FALSE
3390,smoke weed you must.... always high you should remain.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3401,rt : back when i used to smoke weed #longtongue,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3438,(sound effect) smoke weed everyday. (sound effect) smoke weed everyday. (sound effect) smoke weed everyday. stop. (sound effect) smoke weed everyday. (voice synthesiser) you gu-ys su uck,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3439,rt : u can be excused from the table after u smoke all ur weed sweetie,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3444,word i smoke thru it but as a beginning let them settle in first to see how you feel then add the weed into the equation lol,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.995233706,FALSE
3460,"rt : being around weed smokers dont mean that i smoke weed, i just have friends in high places.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.791389274,FALSE
3509,rt : i just picked up more flower $120 weed subs. go fetch and i may let you see me smoke,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3511,rt : yo can my soulmate hurry up?? there's weed to smoke and adventures to have,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3527,i used to smoke weed and not leave crib on first thats why im so pale,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3535,"rt : your ass is grass, and im about to smoke it",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3541,rt : i smoke weed everyday but i can't complain it's culture,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3576,"i was born to smoke this weed, my friends",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.954997591,FALSE
3577,"i just wanna lie down in my small house in the forrest, with cats and smoke cigarettes until the day i die",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.875083111,FALSE
3590,i have to drive to sunset park to pick up my new toads and then i gotta drive to bushwick to pick up some flowers but i also gotta get some work done but i also kinda wanna play some dota and smoke some weed man,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3598,thats some racist af shit right there. you think the rasta religion means you smoke weed? jesus christ.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.785448932,FALSE
3615,rt : fuck indica and sativa i wanna smoke some evil weed that makes me evil,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3626,rt : does your momma know you smoke weed?,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.869429534,FALSE
3646,rt : do the work. smoke the weed. more focus. weed out bad thoughts. read.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3667,rt : everyday i wake up and eat my silly little mandarin orange and smoke my silly little weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.896677698,FALSE
3801,honestly if you said this was a celb couple to me in i'd have said you smoke to much weed. (than ask to buy some),1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3840,why does colombo smoke a comedically big green bean,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3854,they should smoke some weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3878,rt : if you smoke weed at thanksgiving you are a piece of shit,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3908,rt : me and my cousin about to go on a walk and smoke weed tmrw,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3916,rt : i feel too bloated to smoke weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3920,"rt : hi, smoke some weed today.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3923,this pinky oreos ion smoke no weed from burner,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3927,when i smoke weed for st time and sees me and i'm like eh hey this isn't what it looks like,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3928,i smoke weed and get bitches its true,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
3969,definitely still smoke weed out of tin cans you bum,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4010,it's a smoke grass &amp; eat ass kinda day,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.969379457,FALSE
4021,just got a weed medical card i can smoke any &amp; everywhere,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4025,"about to take a multivitamin, smoke weed and walk around my house for an hour straight",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.764715618,FALSE
4031,smoke weed every mf day,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4032,i got no friends so ill tag you also i did touch the grass when i went to smoke in my garden,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.999080545,FALSE
4074,smoke.weed.everyday.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4077,idk how people can smoke weed around other people,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4084,buddy needs to smoke some grass really,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4093,i wanna smoke weed with the grinch dude,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4153,you mad at me? baby i smoke so much weed i dont even care about you,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.936554927,FALSE
4178,smoke weed with me adam,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4228,rt : i feel like we should be allowed to smoke weed in trader joes,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4234,rt : its a good day to smoke some weed.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4277,doesnt smoke weed but people make assumptions,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4279,rt : you should totally smoke some weed right now,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.984718363,FALSE
4309,rt : i feel like im invincible when i smoke weed # # # #o #1 #,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.932123895,FALSE
4328,rt : im always hungry after i smoke weed lol thats normal right,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4330,rt : worry less and smoke weed to avoid imagination,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4348,rt : smoke a lot of weed &amp; watch austin powers,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4401,i smoke weed too much its no way random numbers sending me their weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4407,i woke up from that weed coma just to smoke again,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.96742715,FALSE
4425,bout spit some raps smoke some weed yall welcome to join,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.812391588,FALSE
4426,smoke my weed say fuck my problems,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4427,all i do is smoke my weed and mind my business,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4430,i smoke-a the weed-a,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,TRUE
4431,rt : why cant everyone smoke weed and be happy bro,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.836288342,FALSE
4440,"rt : smoke weed, get money, mind my business.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.924712498,FALSE
4463,rt : okay i am going to smoke weed and think about gnomes,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4472,"rt : the street really not for me, i like to smoke weed, cuddle , eat snacks and shiit",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4492,rt : ion like being places i cant smoke weed at,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.973914136,FALSE
4496,when i was smoking weed on the daily my skin was so clear and gorgeous and because i refuse to smoke mid my health ain't been the same,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4497,shatta fan? go and smoke weed bro,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.913682139,FALSE
4498,smoke weed e'rydayyyy lmao blaze it,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4515,hoe smoke swisher leafs and blunts nosirskiiii,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4522,"rt : sina pesa, sina kazi. sina sura i take alcohol i'm a very boring person and i smoke a lot of weed,",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.925726887,FALSE
4536,why everyone cant smoke weed and be happy,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.79767488,FALSE
4546,"not really, im open to being proven wrong. cite a study that proves what youre saying that cant be attributed to quite literally three dozen other things. i love being wrong, learning new information is useful. but again i dont smoke too often bruv, dont even buy weed.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4550,"you smoke weed to have fun, i smoke weed to get paranoid about all the ways that i could die",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4562,i can buy my own weed smoke dolo i can drank my liquor dolo . no man finna finesse me outta my pussy over vibes i big vibe alone,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4568,"i'm not rasta i just smoke weed, but word brotha preach",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.85913389,FALSE
4579,if i'm gonna smoke weed it has to be only once out of the entire week and weekend. if i do it everyday it opens a portal to brain scroblins,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.755511391,FALSE
4597,rt : i smoke my weed and mind my business,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4601,the flowers full of night like sacred smoke.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.913139724,FALSE
4604,"i once decarboxylated a few small buds, made a coconut oil solution. blended with my cocoa. nothing the first night, increased the dose a little the second night, nothing...third night. bang! i'm never eating weed again. i'll stick to dry vaping a little here and there.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4606,rt : smoke my lil weed and stay out the way,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4612,anyways. just going to smoke my weed and relax because today was ass.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.973469175,FALSE
4619,"rt : lemme smoke your weed, no wait",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4621,smoke all my weed man,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
